chr     start   end     strand  pvalue  qvalue  meth.diff
chr1    23892001        23894000        *       1.19022048483869e-45    7.05337460392978e-44    33.5171990347408
chr1    23898001        23900000        *       1.49424698425825e-36    6.9653286234081e-35     25.3885686839577
chr1    23904001        23906000        *       1.11708249827221e-31    4.45173509429858e-30    28.9234604202302
chr1    23978001        23980000        *       3.11836095146484e-12    3.96268887093783e-11    -34.1771217712177
chr1    24038001        24040000        *       2.35723536009579e-78    2.54390910128221e-76    32.8315318175753
chr1    24040001        24042000        *       1.21208796033732e-102   1.80514405627673e-100   27.8264793023407
chr1    24042001        24044000        *       1.67958685846839e-94    2.26425387967906e-92    41.0936061301247
chr1    24046001        24048000        *       3.91118313702115e-52    2.65909351430369e-50    38.4643955563772
chr1    24554001        24556000        *       5.7468761226406e-13     7.84419943370836e-12    -26.1006622516556
chr1    24556001        24558000        *       5.39500782498711e-25    1.62406704895463e-23    -28.9328932893289
chr1    24968001        24970000        *       1.52100634747126e-09    1.43718428888246e-08    63.1578947368421
chr1    24992001        24994000        *       9.29643230383939e-07    5.91548632371345e-06    -25.0281151596941
chr1    26184001        26186000        *       3.27171874299174e-05    0.00015781489938647     -38.3204633204633
chr1    27434001        27436000        *       1.1671327025919e-62     9.78912639016956e-61    28.023749619606
chr1    28494001        28496000        *       9.4797684853627e-11     1.03024290815647e-09    26.6145619086796
chr1    31540001        31542000        *       5.06727738876464e-31    1.96862088859298e-29    -26.3981299212598
chr1    31604001        31606000        *       2.18089461665588e-15    3.66919677847096e-14    -31.5517300037424
chr1    31634001        31636000        *       7.551776364769e-14      1.11707836806326e-12    -25.8121339423643
chr1    32322001        32324000        *       8.86957221157339e-10    8.6226797050039e-09     25.0170120630993
chr1    32414001        32416000        *       1.58515720253439e-21    4.01736604027566e-20    -26.8870523415978
chr1    32524001        32526000        *       0       0       -41.6149916951384
chr1    35092001        35094000        *       4.30641390719549e-114   7.4955630956584e-112    48.0533858105576
chr1    36392001        36394000        *       2.19504222110075e-05    0.000109513670500389    -50.2564102564103
chr1    36698001        36700000        *       5.92524808703508e-25    1.78041442807646e-23    70.2586206896552
chr1    36748001        36750000        *       1.31749163605547e-44    7.61155364583608e-43    -27.1152692815161
chr1    38790001        38792000        *       5.72136696886766e-32    2.3042626434818e-30     -28.5782404375352
chr1    38792001        38794000        *       2.12023512027104e-62    1.77177979043327e-60    -26.9780786104145
chr1    38794001        38796000        *       4.98090994022174e-47    3.04697246871108e-45    -26.2709331386787
chr1    38796001        38798000        *       8.2938885882963e-45     4.81131640584341e-43    -27.8378667030676
chr1    38798001        38800000        *       4.69249470464094e-71    4.54870214991473e-69    -25.1787504961665
chr1    38820001        38822000        *       7.05831803353236e-07    4.57970785186451e-06    25.5460738867819
chr1    38846001        38848000        *       2.85710170977512e-17    5.54671697702085e-16    26.2617138986113
chr1    38850001        38852000        *       5.45124591484788e-83    6.30137091446038e-81    25.9747908125162
chr1    38888001        38890000        *       3.45074769871314e-06    1.99777371727708e-05    -30.3645947726774
chr1    38908001        38910000        *       6.19360237878725e-13    8.42531719974434e-12    -34.3643329850226
chr1    39272001        39274000        *       0.000717060623909813    0.00257369936508333     27.5257731958763
chr1    39774001        39776000        *       0.0129059169739516      0.0316962148893856      -33.3333333333333
chr1    39836001        39838000        *       1.20246849217776e-13    1.74735641007353e-12    35.9426741219261
chr1    40156001        40158000        *       0.000362886613928285    0.00140034492607593     53.0364372469636
chr1    40448001        40450000        *       4.68737046421383e-109   7.59686588364974e-107   -25.4441780331955
chr1    40592001        40594000        *       5.99784597279491e-11    6.663513369794e-10      -29.5879354290569
chr1    40600001        40602000        *       8.41105094403794e-117   1.52423611111805e-114   -28.1034364650067
chr1    40602001        40604000        *       3.89601777390342e-139   9.11786804921832e-137   -31.5201335968904
chr1    40604001        40606000        *       0       0       -41.2313713683577
chr1    41254001        41256000        *       2.33886735956746e-99    3.3375987067446e-97     -31.5153980304005
chr1    41546001        41548000        *       2.18649470556296e-14    3.38673312898822e-13    -30.3007944768706
chr1    41548001        41550000        *       8.68236780195631e-46    5.16319489431463e-44    -25.3099118852017
chr1    41912001        41914000        *       1.86596615227782e-36    8.67536135951851e-35    28.9302087189271
chr1    42286001        42288000        *       3.11794149351378e-12    3.96240173093818e-11    73.1060606060606
chr1    42320001        42322000        *       4.58744987183579e-38    2.23800500435785e-36    -36.4476747333658
chr1    43506001        43508000        *       4.20975001503288e-147   1.06295744825269e-144   27.9430889474863
chr1    43510001        43512000        *       1.07559020661466e-29    3.97609451179288e-28    25.2553405579648
chr1    43514001        43516000        *       4.73141920124241e-84    5.5811299369174e-82     28.2377930925915
chr1    43516001        43518000        *       5.95391338836526e-10    5.9069422592011e-09     27.2928741902489
chr1    44084001        44086000        *       9.38681226994243e-05    0.000412719529701553    -27.0833333333333
chr1    44528001        44530000        *       2.45454733987024e-103   3.68635110265749e-101   -35.5687830687831
chr1    45270001        45272000        *       3.98623351498013e-311   3.81442771599352e-308   35.710416280757
chr1    45276001        45278000        *       0       0       37.5612025956828
chr1    45278001        45280000        *       0       0       36.5697044280255
chr1    45280001        45282000        *       3.16143121290979e-307   2.95610630962707e-304   34.1841118892041
chr1    45282001        45284000        *       7.44686771497263e-28    2.56035023058755e-26    38.7019479044019
chr1    45294001        45296000        *       1.44036134227312e-78    1.5601817792542e-76     25.2575525394998
chr1    45296001        45298000        *       1.67933245123998e-225   8.66216795123875e-223   30.6215237877322
chr1    45892001        45894000        *       0.000381315697810094    0.00146397093680577     -47.2222222222222
chr1    46078001        46080000        *       8.14951797392787e-201   3.46950303743101e-198   -31.7211180096364
chr1    46080001        46082000        *       0       0       -49.03385586471
chr1    46082001        46084000        *       1.97626258336499e-323   2.01825816326149e-320   -55.2339612955356
chr1    46084001        46086000        *       3.01402246993065e-185   1.12014775637294e-182   -42.7600610513498
chr1    46086001        46088000        *       4.80538217743847e-303   4.37346687678593e-300   -46.1628920416571
chr1    46088001        46090000        *       3.62999068328221e-178   1.25563736287237e-175   -40.9520675823843
chr1    46194001        46196000        *       1.83739099340858e-167   5.64523279631741e-165   -41.3773370383126
chr1    46196001        46198000        *       2.39667238623208e-06    1.4246020636189e-05     -32.4161922833649
chr1    46386001        46388000        *       0.00381300886315972     0.0112000224905197      -38.0457380457381
chr1    46426001        46428000        *       6.59457348563331e-253   4.29384624245681e-250   -31.5215409292178
chr1    46428001        46430000        *       6.57861892318579e-180   2.31867043280354e-177   -30.4690990372353
chr1    46430001        46432000        *       4.3222375932122e-49     2.7741523885329e-47     -41.3031830090497
chr1    46432001        46434000        *       0.00312762752894072     0.0094303226327862      -43.8405797101449
chr1    46632001        46634000        *       0.000216414497163261    0.000879664840021148    -25.2747252747253
chr1    48042001        48044000        *       6.15266711372701e-06    3.4058864320128e-05     -40.1515151515151
chr1    48764001        48766000        *       4.91333966373676e-05    0.000228745531267876    32.4583976668382
chr1    49048001        49050000        *       6.9348854833475e-05     0.000313180781108241    48.7889273356401
chr1    51862001        51864000        *       4.253240757557e-15      6.99878965759394e-14    -26.4140275169137
chr1    51870001        51872000        *       6.08737561117342e-10    6.03146178021906e-09    29.6237962379624
chr1    52048001        52050000        *       2.84351235180547e-05    0.000138834296650897    -40.5405405405405
chr1    53152001        53154000        *       3.52177302889059e-82    4.0277959813787e-80     -33.113788968876
chr1    54198001        54200000        *       1.01017231545044e-75    1.05245331523464e-73    31.8735845910642
chr1    55676001        55678000        *       0.00112134478620251     0.00382932085131606     -33.1378299120235
chr1    57994001        57996000        *       0       0       -25.663050374059
chr1    58426001        58428000        *       3.05942225832452e-28    1.06828924917554e-26    -81.8379258857065
chr1    58468001        58470000        *       3.50164443671288e-45    2.05048614487176e-43    63.9840841997176
chr1    58742001        58744000        *       3.39577900920333e-28    1.1834176950982e-26     26.1682217820289
chr1    60132001        60134000        *       1.39511735510029e-30    5.32750495854668e-29    -58.4701322389421
chr1    60498001        60500000        *       0       0       -38.5668802406193
chr1    61396001        61398000        *       7.41657450838138e-06    4.04657755773558e-05    26.6666666666667
chr1    61828001        61830000        *       0.0124262141033674      0.0307001641099985      31.6666666666667
chr1    61980001        61982000        *       1.24874376634321e-18    2.66687762179065e-17    27.2904055765529
chr1    61992001        61994000        *       5.50928048348206e-05    0.000253924077885321    -33.5042735042735
chr1    62000001        62002000        *       5.7234519896084e-49     3.66316394634606e-47    26.3813281172297
chr1    62008001        62010000        *       2.96883653648673e-21    7.42215101750057e-20    -65.7604300461443
chr1    62132001        62134000        *       8.58737110659757e-20    1.97483638290354e-18    46.0767433280039
chr1    62216001        62218000        *       3.26448363899438e-138   7.53652775684303e-136   -29.0010149340293
chr1    62218001        62220000        *       1.90473387863375e-220   9.43276943347568e-218   -35.0968492064232
chr1    63186001        63188000        *       2.48677022542014e-08    2.00461546781747e-07    -25.1415783704786
chr1    63996001        63998000        *       9.36381358555114e-72    9.1855824870384e-70     26.45622482515
chr1    64038001        64040000        *       5.3108152464936e-05     0.000245632797497039    -30.9011164274322
chr1    64646001        64648000        *       2.31697892374155e-90    2.98310703510256e-88    68.0473372781065
chr1    65336001        65338000        *       6.91900705758322e-108   1.09918623903578e-105   33.2839877782175
chr1    67648001        67650000        *       1.04236892701986e-67    9.56329808486017e-66    30.5252777595161
chr1    68254001        68256000        *       6.37645912279866e-10    6.30203390760209e-09    27.2941176470588
chr1    68304001        68306000        *       0.000148815760492887    0.000627082040369566    -44.6153846153846
chr1    68532001        68534000        *       3.00108023915105e-205   1.31454790833085e-202   27.8105184315529
chr1    68642001        68644000        *       3.37348770774786e-169   1.06278692258818e-166   26.5729576341134
chr1    68734001        68736000        *       1.84310777285061e-05    9.33470423044019e-05    43.1222267043163
chr1    69074001        69076000        *       3.24434164661141e-08    2.57580848067724e-07    54.5112781954887
chr1    69750001        69752000        *       1.3078741863076e-10     1.39942569688447e-09    -41.5017757483511
chr1    69968001        69970000        *       5.78103665656565e-93    7.67469238003702e-91    -27.4058355589688
chr1    69974001        69976000        *       0       0       -31.8412762039571
chr1    70072001        70074000        *       3.16596555907347e-23    8.77109937102939e-22    -34.5173183777328
chr1    70074001        70076000        *       3.5466103724179e-73     3.5479383408914e-71     -45.106706458697
chr1    70076001        70078000        *       3.52526616189649e-72    3.47899847001668e-70    -66.7521113505213
chr1    70516001        70518000        *       3.15557201800174e-283   2.49493226071071e-280   -30.7689529433683
chr1    70518001        70520000        *       3.47916834534272e-90    4.47099106523526e-88    -27.5560254941698
chr1    70838001        70840000        *       0.000291118634769857    0.00114937961403869     -28.7972896668549
chr1    70858001        70860000        *       6.45350493223496e-70    6.13522329603591e-68    -30.8693929996425
chr1    70880001        70882000        *       1.46545900839859e-22    3.90693635296538e-21    64.5887445887446
chr1    70968001        70970000        *       3.49545437591487e-27    1.16397662406704e-25    -29.2886165752983
chr1    70970001        70972000        *       6.52520113176714e-36    2.98727655996109e-34    -29.8632362386188
chr1    71022001        71024000        *       5.6069939638569e-05     0.00025804439115554     25.3012048192771
chr1    71062001        71064000        *       4.63091126158809e-35    2.06332131902389e-33    33.8903141271896
chr1    71166001        71168000        *       2.21078322378656e-100   3.19828169994569e-98    -26.5830966006726
chr1    71172001        71174000        *       1.81123829619151e-145   4.50120514857329e-143   -28.8780264752344
chr1    71186001        71188000        *       0       0       27.5659651226269
chr1    71198001        71200000        *       0       0       26.7480619739835
chr1    71200001        71202000        *       0       0       28.4950362686604
chr1    71202001        71204000        *       0       0       28.0495508609425
chr1    71204001        71206000        *       9.41407051868465e-193   3.73963489892908e-190   26.3555300823849
chr1    71210001        71212000        *       3.77147591837748e-111   6.2814980950591e-109    48.5889283249532
chr1    71722001        71724000        *       4.72955494007785e-175   1.59162267855291e-172   -39.6299680367399
chr1    71724001        71726000        *       3.15608271447524e-153   8.5488364316836e-151    -28.7725619724419
chr1    73988001        73990000        *       5.89916042859309e-11    6.55903509990087e-10    -33.8594470046083
chr1    75954001        75956000        *       7.11595127364977e-41    3.77654694369272e-39    56.6593862377832
chr1    76002001        76004000        *       5.48087778039802e-26    1.72816347917854e-24    40.5943908367172
chr1    76012001        76014000        *       7.84967662788863e-18    1.58750723983107e-16    -30.4191156275748
chr1    76112001        76114000        *       1.38321385115064e-07    1.00160856373726e-06    -78.7941787941788
chr1    76114001        76116000        *       3.38077982984496e-222   1.68854818534383e-219   -36.0092634581569
chr1    76336001        76338000        *       1.59343547393476e-102   2.3670538462834e-100    -37.0965264891658
chr1    76506001        76508000        *       1.9101247939276e-285    1.52792558449011e-282   36.0882884584713
chr1    76508001        76510000        *       7.96862117786187e-81    8.92418661060826e-79    31.4969777981128
chr1    76594001        76596000        *       2.80294657560453e-179   9.79484641590207e-177   39.4004297177242
chr1    76596001        76598000        *       0       0       53.123700859028
chr1    77082001        77084000        *       7.96162340055271e-52    5.37627218591804e-50    -76.0549872122762
chr1    77510001        77512000        *       1.84174487210771e-08    1.5120024798191e-07     28.7790697674419
chr1    77520001        77522000        *       9.80634454791183e-179   3.40357686542078e-176   -26.1579878900792
chr1    77562001        77564000        *       2.68927714096815e-70    2.57457295157312e-68    -42.7686864219372
chr1    77564001        77566000        *       1.65567749961727e-86    2.01751910740016e-84    -27.2474031461165
chr1    77566001        77568000        *       5.46409762662058e-116   9.76369622979757e-114   28.5356381321442
chr1    78018001        78020000        *       0.0215726217524702      0.0485561878676957      -27.5
chr1    79160001        79162000        *       1.13326928067833e-05    5.97795192845819e-05    26.5356438433361
chr1    81200001        81202000        *       1.62199520187091e-09    1.5271816544249e-08     29.3548387096774
chr1    81354001        81356000        *       2.27613518905697e-187   8.62348438326109e-185   47.8810408921933
chr1    82458001        82460000        *       8.06683832169617e-22    2.07486038948621e-20    -73.5706580366774
chr1    82612001        82614000        *       1.30357611121118e-18    2.7800660744142e-17     -33.7706270627063
chr1    82640001        82642000        *       7.2728450374271e-12     8.89537892800581e-11    -36.8463395012068
chr1    82642001        82644000        *       2.83099843440158e-19    6.30407096067227e-18    -25.0969941064533
chr1    82680001        82682000        *       0.000528623129848439    0.00196116912800647     30.5851063829787
chr1    82690001        82692000        *       3.20559290098661e-21    8.00183536533087e-20    25.0924612422738
chr1    82776001        82778000        *       1.97396490908692e-39    1.00377927569335e-37    -31.9200713207129
chr1    82790001        82792000        *       3.37070039033246e-13    4.70111167832017e-12    -53.2017543859649
chr1    82792001        82794000        *       9.92275409199073e-11    1.07625114300083e-09    -64.7728129003089
chr1    82794001        82796000        *       1.19842473969675e-30    4.58709157449286e-29    -62.5
chr1    82796001        82798000        *       1.42445364148278e-116   2.56660659698371e-114   -81.9259259259259
chr1    82798001        82800000        *       5.67984749460975e-14    8.48854271184362e-13    -70.9677419354839
chr1    82818001        82820000        *       4.46557608830348e-23    1.22579851996716e-21    -54.0076735263342
chr1    82820001        82822000        *       3.04793822193249e-44    1.74879957332237e-42    -59.0283685862646
chr1    82822001        82824000        *       4.56691733553017e-26    1.44499075502338e-24    -43.2939341705655
chr1    82824001        82826000        *       5.86692501268601e-31    2.27238363752109e-29    -39.4623655913979
chr1    82826001        82828000        *       3.88185502804901e-34    1.6802224787694e-32     -42.5808997632202
chr1    82830001        82832000        *       3.39579934731923e-42    1.85806386749731e-40    -57.92352468888
chr1    82832001        82834000        *       2.58018048019006e-15    4.31631979419053e-14    -40.1515151515152
chr1    82834001        82836000        *       5.4451860288241e-103    8.14794983090061e-101   -75.6971892841458
chr1    82836001        82838000        *       5.87709687557982e-135   1.30885501808493e-132   -71.7513031438345
chr1    82838001        82840000        *       1.83803838872974e-197   7.59611175211623e-195   -76.0332434860737
chr1    82840001        82842000        *       1.39337138893837e-115   2.48005145855356e-113   -57.7705216797023
chr1    82842001        82844000        *       1.25763116266297e-82    1.44600500830746e-80    -63.8183414026445
chr1    82844001        82846000        *       1.34736105410159e-76    1.42001069601645e-74    -70.8455047062642
chr1    82846001        82848000        *       1.38033673501059e-124   2.74294738076108e-122   -60.4292607176529
chr1    82848001        82850000        *       1.81509050903683e-72    1.79733146745828e-70    -39.569345748591
chr1    82850001        82852000        *       8.07618337962161e-154   2.19922041052185e-151   -73.6438129152844
chr1    82852001        82854000        *       7.84764802151058e-117   1.42402750950807e-114   -76.0048178890315
chr1    82854001        82856000        *       4.10961770568829e-64    3.5448767145012e-62     -62.4901151041209
chr1    82856001        82858000        *       1.93678951510473e-68    1.80072309562332e-66    -73.0976277372263
chr1    82858001        82860000        *       2.67261213472429e-100   3.85550229129667e-98    -86.6471366471367
chr1    82860001        82862000        *       1.34839122400735e-31    5.3578933341338e-30     -55.7658028246264
chr1    82862001        82864000        *       6.56383313639474e-242   3.93592895351227e-239   -77.5542332802139
chr1    82864001        82866000        *       1.50847341744999e-25    4.66088461269671e-24    -53.5624370594159
chr1    82866001        82868000        *       3.20418599418608e-27    1.06872296203016e-25    -78.3783783783784
chr1    82870001        82872000        *       2.40300434889162e-70    2.30266341603177e-68    -90.1940880298847
chr1    82872001        82874000        *       1.04382257377092e-24    3.10323005460084e-23    -73.0598011574418
chr1    82876001        82878000        *       1.40538972708949e-56    1.05186767284083e-54    -62.5766871165644
chr1    82878001        82880000        *       4.4105433644612e-102    6.51877502173414e-100   -57.1909051909052
chr1    82880001        82882000        *       7.46877373830897e-153   2.0084444377336e-150    -74.1960071139163
chr1    82882001        82884000        *       1.1438163381266e-89     1.45981223990675e-87    -83.3554803034849
chr1    82884001        82886000        *       2.09367116468723e-97    2.92552002664198e-95    -77.3608020601545
chr1    82886001        82888000        *       9.31218940390051e-143   2.2687910974115e-140    -62.5547549169915
chr1    82888001        82890000        *       3.59474789855118e-237   2.07943621342132e-234   -83.8147018905695
chr1    82890001        82892000        *       6.75156473394861e-140   1.59833847931442e-137   -72.5155279503106
chr1    82892001        82894000        *       1.0676516424047e-109    1.74764286909759e-107   -77.4157586567916
chr1    82894001        82896000        *       1.31707486219919e-45    7.79497611052129e-44    -54.2655971479501
chr1    82896001        82898000        *       6.04484236290877e-136   1.36026653569658e-133   -75.7331689082431
chr1    82898001        82900000        *       3.98668649223722e-34    1.72486856198235e-32    -93.9767129422302
chr1    82900001        82902000        *       1.7100825136202e-61     1.40551861255058e-59    -73.5829153729799
chr1    82902001        82904000        *       4.49988440924564e-16    7.98813435745197e-15    -30.3508472648698
chr1    82904001        82906000        *       8.86019424584569e-191   3.46914123267618e-188   -85.8566219331866
chr1    82906001        82908000        *       1.09436129577794e-84    1.30101385294695e-82    -75.7404263346538
chr1    82908001        82910000        *       3.67529546932291e-185   1.36466850584707e-182   -85.679012345679
chr1    82910001        82912000        *       4.17956788048492e-43    2.33336394284911e-41    -58.0763582966226
chr1    82912001        82914000        *       2.37920373900324e-51    1.59373687579075e-49    -83.6119711042312
chr1    82916001        82918000        *       5.98329606353114e-12    7.37940375640697e-11    -60.7792748992916
chr1    82918001        82920000        *       1.64613031908797e-35    7.44454607744289e-34    -78.7495130502532
chr1    82920001        82922000        *       1.29473006710373e-17    2.57821248814558e-16    -78.5714285714286
chr1    82922001        82924000        *       1.20688643056455e-73    1.21296763639115e-71    -52.8528760673249
chr1    82940001        82942000        *       1.18388814242246e-30    4.53399370851938e-29    -37.8471456909852
chr1    82958001        82960000        *       2.01969384468371e-08    1.64919902862916e-07    -36.096884336321
chr1    82960001        82962000        *       7.77305974966193e-40    4.00992847538758e-38    -60.8420208500401
chr1    82962001        82964000        *       1.19093517654968e-25    3.6959265228556e-24     -48.7662337662338
chr1    82966001        82968000        *       3.6555481235462e-27     1.21590333099963e-25    -28.8244533043373
chr1    82968001        82970000        *       5.06235872141529e-63    4.28103589581863e-61    -43.9858535250405
chr1    82972001        82974000        *       6.48730010132513e-30    2.41865736797292e-28    -29.127965949999
chr1    83026001        83028000        *       1.65275277349363e-23    4.64546249936408e-22    -25.6248608534323
chr1    83028001        83030000        *       1.3412745078191e-31     5.33064911595758e-30    -54.9462759462759
chr1    83030001        83032000        *       7.27280351423644e-17    1.37073199635678e-15    -28.8277934936351
chr1    83032001        83034000        *       5.52732453631165e-42    3.00988427727073e-40    -41.1859330880466
chr1    83036001        83038000        *       0.000848413446787319    0.00298863108311705     -29.3965517241379
chr1    83166001        83168000        *       3.91645619206474e-79    4.27618643048104e-77    -27.6362781954887
chr1    83178001        83180000        *       0.000320568608272703    0.00125280236197455     -44.5454545454545
chr1    83204001        83206000        *       0.00111177218585086     0.00380049402351066     -38.1078691423519
chr1    83208001        83210000        *       0.00104583668180305     0.00360110184625144     -27.2193690388848
chr1    83874001        83876000        *       1.32149760098459e-14    2.08918279194551e-13    -26.6156671538133
chr1    85514001        85516000        *       4.61465972867351e-253   3.01908799940326e-250   -41.584333292389
chr1    85672001        85674000        *       0       0       -34.2364189423817
chr1    85674001        85676000        *       0       0       -25.9129557063869
chr1    86080001        86082000        *       3.58564182532406e-10    3.65092463721372e-09    29.4895751376869
chr1    86086001        86088000        *       3.29588192941493e-07    2.25431593790381e-06    43.0194805194805
chr1    86090001        86092000        *       1.44790882427563e-50    9.56444882005595e-49    25.2093712239158
chr1    86826001        86828000        *       1.2396688450172e-05     6.48814672620059e-05    73.3333333333333
chr1    87058001        87060000        *       1.31452025135872e-35    5.96593636487374e-34    27.0901168358552
chr1    87414001        87416000        *       3.45228817921199e-16    6.18475128794519e-15    -27.376379316838
chr1    87532001        87534000        *       5.68806024986224e-08    4.35790894513488e-07    -26.3107551996441
chr1    88386001        88388000        *       0.000312576628529561    0.00122499413904749     -26.2020042787974
chr1    88388001        88390000        *       1.52607687034023e-17    3.02316826695885e-16    28.4328786202941
chr1    89548001        89550000        *       0.000136293961006869    0.000579071949133667    32.6142783769902
chr1    89578001        89580000        *       1.04637490729715e-22    2.81549365299346e-21    -37.3981624522319
chr1    89580001        89582000        *       1.99030918462198e-11    2.32996335717979e-10    -34.170942573979
chr1    89584001        89586000        *       3.67064957118092e-16    6.56159320442865e-15    -34.1371212555129
chr1    90772001        90774000        *       0.00676193516925961     0.0183221406214883      -28.125
chr1    90776001        90778000        *       0.00602220385030743     0.0165907455676964      -37.5
chr1    90836001        90838000        *       5.09319429479965e-05    0.000236395980798048    29.3979835167134
chr1    90844001        90846000        *       4.85830533689758e-21    1.20066072217135e-19    -35.9060402684564
chr1    90846001        90848000        *       3.19128928592988e-79    3.48813193419418e-77    -30.443262854821
chr1    90968001        90970000        *       0.0217954887458977      0.0489647136190068      -35.7142857142857
chr1    91010001        91012000        *       1.4508771106748e-58     1.12689455397801e-56    33.06437152591
chr1    91012001        91014000        *       5.22631078060819e-27    1.72686792260585e-25    26.5663768349384
chr1    91774001        91776000        *       0.000157139304549105    0.000658611891877534    28.099593495935
chr1    91914001        91916000        *       0.0143078233569999      0.0345838369817278      -33.7662337662338
chr1    92274001        92276000        *       8.79503556586453e-90    1.12458188492978e-87    -31.6050138780509
chr1    92280001        92282000        *       5.48946590460568e-20    1.27791100872753e-18    -31.8311261575227
chr1    92282001        92284000        *       1.19923729555205e-17    2.39457648772347e-16    -35.4528016740293
chr1    92284001        92286000        *       8.04821360993453e-33    3.33654457551073e-31    -39.2046375366203
chr1    92286001        92288000        *       1.3336579332243e-105    2.06504347143021e-103   -49.3663708086785
chr1    92288001        92290000        *       1.04768991660777e-27    3.57928641404346e-26    -38.8587296077751
chr1    92290001        92292000        *       0.00465089928455983     0.0132903839428554      -48.4848484848485
chr1    92294001        92296000        *       8.69482528062706e-63    7.3181141083553e-61     -28.4866205918837
chr1    92318001        92320000        *       1.48686871918543e-89    1.89409636110717e-87    -38.5786109315521
chr1    92320001        92322000        *       5.01857243295562e-65    4.40499971221851e-63    -39.1387801000427
chr1    92322001        92324000        *       4.91380892849463e-32    1.98350741917045e-30    -32.4252122692411
chr1    92326001        92328000        *       2.49228269595151e-25    7.61505957205042e-24    -30.7779349363508
chr1    92330001        92332000        *       5.11178505716311e-113   8.77062590242108e-111   -27.6798417498386
chr1    92332001        92334000        *       6.03306175497836e-63    5.09245735407497e-61    -26.3643717342728
chr1    92334001        92336000        *       5.42123371754113e-56    4.00628675705213e-54    -25.2939141022882
chr1    92354001        92356000        *       3.06635903736229e-46    1.84437867683247e-44    -28.7861057921238
chr1    92356001        92358000        *       8.50892705701312e-56    6.2632262679635e-54     -38.6925795053004
chr1    92658001        92660000        *       1.22900316086775e-13    1.78452205755477e-12    -25.0841750841751
chr1    95554001        95556000        *       3.96664997014908e-10    4.0196821902077e-09     -38.4326057467012
chr1    95564001        95566000        *       1.98073593468949e-68    1.84032877603327e-66    -26.4663314149779
chr1    95684001        95686000        *       3.96454368893303e-32    1.60523175755272e-30    30.77159257776
chr1    95692001        95694000        *       4.8517484430008e-27     1.60465925163171e-25    -26.988193126713
chr1    96248001        96250000        *       0.00615561372059228     0.0169055152640674      -36.4285714285714
chr1    96266001        96268000        *       3.10989568422042e-110   5.1233629048233e-108    29.0435352111796
chr1    96268001        96270000        *       1.72581867815939e-27    5.83036148345345e-26    25.989217181285
